firm_name,domain,website,phone,address,state,google_rating,rating_count,attorney_count,team_page_found,practice_areas,is_law_firm,faq_present,schema_present,google_ads_pixel,book_call_cta,passes_icp,icp_reason,score,priority_tier,query_practice_area,query_city,source,place_id,first_seen,enrich_status
Cliff Enten Law,entenlaw.com,https://www.entenlaw.com/?utm_campaign=gmb,(303) 333-2222,"50 S Steele St #875, Denver, CO 80209",Colorado,4.8,310,1,True,personal injury; employment,True,False,True,False,True,False,headcount_out_of_range(1),0,,personal injury,"Denver, CO",google_places,ChIJHQ1uYpp-bIcR4RUsa3rmsZM,2026-06-10,ok
Denver Personal Injury Attorneys,accidentlawdenverco.com,https://accidentlawdenverco.com/,(303) 214-4299,"600 17th St Ste 2845, Denver, CO 80202",CO,5,35,1,True,personal injury,True,False,True,False,True,False,headcount_out_of_range(1),0,,personal injury,"Denver, CO",google_places,ChIJh9wGRl2HbIcREcnWk7pR89E,2026-06-10,ok
"Frank Azar Car & Truck Accident Lawyers - Aurora, Colorado",fdazar.com,https://www.fdazar.com/aurora-car-accident-attorney/?utm_source=google&utm_medium=organic&utm_campaign=gbpauroramain,(303) 900-5595,"14426 E Evans Ave, Aurora, CO 80014",Colorado,4.6,2248,,True,personal injury; other,True,True,True,False,True,True,,1,C,personal injury,"Denver, CO",google_places,ChIJoYiRZyCIbIcRakvv7KNLosQ,2026-06-10,ok
Flanagan Law - Personal Injury and Car Accident Attorney,flanagan.law,https://www.flanagan.law/?utm_source=gbp&utm_campaign=Commerce+City,(720) 764-9695,"13575 E 104th Ave #100, Commerce City, CO 80022",Colorado,5,80,1,True,personal injury,True,False,True,False,True,False,headcount_out_of_range(1),0,,personal injury,"Denver, CO",google_places,ChIJ_-BEgH5vbIcRe4PqUq1XysU,2026-06-10,ok
Conduit Law | Accident Attorneys,conduit.law,https://www.conduit.law/denver-car-accident-lawyer,(720) 432-7032,"1576 Sherman St Ste 120, Denver, CO 80203",CO,5,133,2,True,personal injury,True,True,True,False,True,True,,1,C,personal injury,"Denver, CO",google_places,ChIJoVYGS7N5bIcR9GhHxpWKW8o,2026-06-10,ok
McCormick Law Firm,theinjuryattorney.law,https://www.theinjuryattorney.law/office_locations/denver-colorado-personal-injury-lawyer/,(720) 674-1898,"501 S Cherry St 11th floor, Denver, CO 80246",Colorado,4.8,129,2,True,personal injury,True,True,True,False,True,True,,1,C,personal injury,"Denver, CO",google_places,ChIJ6yQzrkh9bIcR9G3lGwH7kAo,2026-06-10,ok
"Smith & Weidinger, P.L.L.C.",caraccidentlawyerindenver.com,https://caraccidentlawyerindenver.com/,(720) 996-2600,"1040 S Gaylord St #32, Denver, CO 80209",Colorado,4.9,128,3,True,personal injury,True,False,False,False,True,True,,3,B,personal injury,"Denver, CO",google_places,ChIJJWQzjmp_bIcRvVomi_9dXx4,2026-06-10,ok
The Frickey Law Firm,frickey.com,https://www.frickey.com/,(720) 790-8289,"940 Wadsworth Blvd #400, Lakewood, CO 80214",Colorado,4.9,351,6,True,personal injury; employment; other,True,True,True,True,True,True,,3,B,personal injury,"Denver, CO",google_places,ChIJ36sNb9aGa4cRSvgjcLP12no,2026-06-10,ok
"Anderson Hemmat, LLC",andersonhemmat.com,https://andersonhemmat.com/,(303) 782-9999,"5613 DTC Pkwy #700, Greenwood Village, CO 80111",Colorado,4.8,248,3,True,personal injury,True,True,True,False,True,True,,1,C,personal injury,"Denver, CO",google_places,ChIJhzokdvaGbIcRa5D3faXXeDo,2026-06-10,ok
Front Range Injury Attorneys - Denver Personal Injury Lawyers,frontrangefirm.com,https://frontrangefirm.com/,(720) 826-4399,"2590 Welton St Ste 200, Denver, CO 80205",Colorado,5,16,,True,personal injury,True,True,True,False,True,True,,1,C,personal injury,"Denver, CO",google_places,ChIJ9QQdpju5dk0ROvSDlw2f2sw,2026-06-10,ok
Amy G Injury Firm,amyglaw.com,https://amyglaw.com/aurora-injury/?utm_source=GBP&utm_medium=GBP&utm_campaign=GBP_Aurora&utm_id=GBP_Aurora,(720) 706-1562,"14111 E Alameda Ave Ste 303, Aurora, CO 80012",Colorado,4.9,299,7,True,personal injury,True,True,True,False,False,True,,1,C,personal injury,"Denver, CO",google_places,ChIJOUAuoN1ibIcRdczbR6O1alI,2026-06-10,ok
Zara Injury Law,zarainjurylaw.com,http://zarainjurylaw.com/,(866) 823-8288,"4700 S Syracuse St Suite #860 A, Denver, CO 80237",,4.7,124,,False,personal injury,True,False,False,False,False,True,,3,B,personal injury,"Denver, CO",google_places,ChIJI736IMqHbIcRqptc4GXWajc,2026-06-10,ok
"Kidneigh & Kaufman, P.C.",kandkpc.com,http://www.kandkpc.com/,(303) 393-6666,"730 17th St #635, Denver, CO 80202",Colorado,4.9,115,2,True,personal injury,True,False,True,True,True,True,,4,A,personal injury,"Denver, CO",google_places,ChIJ3a_AydB4bIcR4eNhaQ8uFsQ,2026-06-10,ok
Jordan Law Accident & Injury Lawyers,jordanlaw.com,https://jordanlaw.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing-greenwood-village,(303) 327-9932,"5445 DTC Pkwy #1000, Greenwood Village, CO 80111",Colorado,4.8,116,,True,personal injury,True,True,True,True,True,True,,3,B,personal injury,"Denver, CO",google_places,ChIJdWi9lnOHbIcR6-gPEy3d_uk,2026-06-10,ok
Nares Law Group Truck Wreck & Brain Injury Lawyers,nareslawgroup.com,https://www.nareslawgroup.com/?utm_source=google&utm_medium=local&utm_campaign=gmb-denver,(720) 637-7786,"501 S Cherry St Ste 1100, Denver, CO 80246",Colorado,4.9,120,1,True,personal injury,True,True,True,False,True,False,headcount_out_of_range(1),0,,personal injury,"Denver, CO",google_places,ChIJz_PG5CR7bIcRRzUFdKBVdNw,2026-06-10,ok
Balaban Law,thedenverfirm.com,http://www.thedenverfirm.com/,(303) 377-3474,"8055 E Tufts Ave #325, Denver, CO 80237",CO,4.9,293,3,True,personal injury,True,True,True,False,True,True,,1,C,personal injury,"Denver, CO",google_places,ChIJeTdiond-bIcRg5Y-_bivkpU,2026-06-10,ok
The O'Sullivan Law Firm,osullivan-law-firm.com,https://osullivan-law-firm.com/,(303) 388-5304,"600 N Ogden St, Denver, CO 80218",CO,4.9,118,3,True,personal injury,True,True,True,True,True,True,,3,B,personal injury,"Denver, CO",google_places,ChIJQ2IBNJt-bIcRwna45d0ycDY,2026-06-10,ok
"Bachus & Schanker, Personal Injury Lawyers | Englewood Office",coloradolaw.net,https://www.coloradolaw.net/englewood/?utm_campaign=local-listings&utm_term=englewood,(303) 222-2222,"500 W Hampden Ave Ste 100, Englewood, CO 80110",CO,4.9,205,,True,personal injury,True,True,True,False,True,True,,1,C,personal injury,"Denver, CO",google_places,ChIJDx7X736BbIcRnJohGLizlCQ,2026-06-10,ok
Olson Personal Injury Lawyers,olsonlawfirm.com,https://olsonlawfirm.com/golden/?utm_source=google&utm_medium=gbp&utm_campaign=golden,(720) 410-6188,"1536 Cole Blvd Ste 170, Golden, CO 80401",Colorado,4.9,130,4,True,personal injury,True,True,True,True,True,True,,3,B,personal injury,"Denver, CO",google_places,ChIJuRZvZEqFa4cRfq2vgbVhHx4,2026-06-10,ok
Eddington Law Firm,eddington.law,https://eddington.law/denver-personal-injury-lawyer/,(720) 776-9967,"1391 N Speer Blvd #350, Denver, CO 80204",Colorado,4.9,94,5,True,personal injury,True,False,True,False,True,True,,2,B,personal injury,"Denver, CO",google_places,ChIJB1VVVdZ-bIcRK0bMfFVk-kA,2026-06-10,ok
Flaxman Law Group,flaxmanlaw.com,https://flaxmanlaw.com/denver-co/?utm_source=gbp&utm_medium=organic&utm_campaign=denver,(970) 489-4864,"1700 Lincoln St 17th floor 16-121, Denver, CO 80203",CO,4.9,78,2,True,personal injury,True,True,True,False,True,True,,1,C,personal injury,"Denver, CO",google_places,ChIJqys_iw5_bIcRaQ7IicmFLV4,2026-06-10,ok
Denver Personal Injury Lawyers® | Centennial Office,denverlaw.com,https://www.denverlaw.com/centennial-personal-injury-lawyer/,(720) 500-4878,"9200 E Mineral Ave #100, Centennial, CO 80112",Colorado,5,18,2,True,personal injury,True,False,True,False,True,True,,2,B,personal injury,"Denver, CO",google_places,ChIJu_aSB6OFbIcRGrj-IBVJURY,2026-06-10,ok
The Gold Law Firm,thegoldlawfirm.net,https://www.thegoldlawfirm.net/?utm_source=GMB&utm_medium=Gold+Law+Firm&utm_campaign=gmb,(303) 694-4653,"7375 E Orchard Rd #300, Greenwood Village, CO 80111",CO,4.8,94,4,True,personal injury,True,True,False,False,True,True,,2,B,personal injury,"Denver, CO",google_places,ChIJIxadW_KGbIcRzu5v1dYr7lk,2026-06-10,ok
Stuckey Injury Law LLC,stuckeyinjurylaw.com,https://www.stuckeyinjurylaw.com/?utm_source=Google_My_Business&utm_medium=Organic&utm_campaign=GBP,(303) 458-5000,"3200 Cherry Creek S Dr #520, Denver, CO 80209",Colorado,4.7,46,2,True,personal injury,True,True,True,False,True,True,,1,C,personal injury,"Denver, CO",google_places,ChIJiQopBMB4bIcRKF5GTlCf5Tc,2026-06-10,ok
McQuaid Injury Law,mcquaidinjurylaw.com,https://www.mcquaidinjurylaw.com/denver/?utm_campaign=gmb,(720) 790-4178,"600 17th Street, South Suite 2883, Denver, CO 80202",CO,5,195,,True,personal injury,True,True,True,True,True,True,,3,B,personal injury,"Denver, CO",google_places,ChIJA3Xd8CSMLI4RLrPblTYfWkU,2026-06-10,ok
"Frank Azar Car & Truck Accident Lawyers - Lakewood, Colorado",fdazar.com,https://www.fdazar.com/lakewood-car-accident-attorney/?utm_source=google&utm_medium=organic&utm_campaign=gbplakewood,(720) 782-0993,"12567 W Cedar Dr #120, Lakewood, CO 80228",Colorado,4.9,313,,True,personal injury; other,True,False,True,False,True,True,,2,B,personal injury,"Denver, CO",google_places,ChIJHQyj0tGDa4cRwPalIbEryiA,2026-06-10,ok
"Jack Bernstein, Injury Attorneys",bernsteininjurylaw.com,https://bernsteininjurylaw.com/?utm_campaign=local-listings&utm_term=w-cypress,(813) 333-6666,"4350 W Cypress St Suite 725, Tampa, FL 33607",FL,4.9,1620,1,True,personal injury,True,True,True,False,True,False,headcount_out_of_range(1),0,,personal injury,"Tampa, FL",google_places,ChIJAR39pQHDwogRJ-ix4Vs8n7E,2026-06-10,ok
MattLaw Car Accident and Personal Injury Lawyers,mattlaw.com,https://mattlaw.com/?utm_source=google&utm_medium=organic&utm_campaign=main,(813) 565-2864,"304 S Plant Ave, Tampa, FL 33606",FL,5,1274,4,True,personal injury,True,False,True,False,True,True,,2,B,personal injury,"Tampa, FL",google_places,ChIJ-zTH2Y_EwogROsgokQ03VKw,2026-06-10,ok
Abrahamson & Uiterwyk Car Accident and Personal Injury Lawyers,theinjurylawyers.com,https://www.theinjurylawyers.com/?utm_medium=organic&utm_source=gmb&utm_campaign=website&utm_term=tampa-westplatt,(813) 212-6906,"900 W Platt St Ste 100, Tampa, FL 33606",Florida,4.9,661,3,True,personal injury,True,True,True,True,True,True,,3,B,personal injury,"Tampa, FL",google_places,ChIJ9RJ3tITEwogR_tvc32ubKos,2026-06-10,ok
"Martin J. Hernandez, P.A.",injurylawyersoftampa.com,https://injurylawyersoftampa.com/,(813) 755-9500,"3002 W Kennedy Blvd, Tampa, FL 33609",Florida,4.9,826,1,True,personal injury; family law,True,False,True,True,True,False,headcount_out_of_range(1),0,,personal injury,"Tampa, FL",google_places,ChIJ5S8C0pLEwogRaUkJ1lPdZdE,2026-06-10,ok
Dan Newlin Injury Attorneys,newlinlaw.com,https://www.newlinlaw.com/,(813) 888-8000,"1408 N Westshore Blvd Suite 310, Tampa, FL 33607",,5,1385,,False,personal injury,True,False,True,False,True,True,,2,B,personal injury,"Tampa, FL",google_places,ChIJkanyvojDwogRH4dFaGHOm4A,2026-06-10,ok
The Law Offices of Ryan Cappy,cappylaw.com,http://www.cappylaw.com/,(813) 512-6011,"400 N Ashley Dr #2100, Tampa, FL 33602",FL,5,281,3,True,personal injury,True,True,True,True,True,True,,3,B,personal injury,"Tampa, FL",google_places,ChIJCUoOOInEwogR461c3iY_Ow0,2026-06-10,ok
Catania & Catania Injury Lawyers,cataniaandcatania.com,https://www.cataniaandcatania.com/?utm_campaign=gmb&utm_medium=organic&utm_source=google,(813) 896-4480,"Bank of America Plaza, 101 E Kennedy Blvd Suite 2400, Tampa, FL 33602",Florida,4.7,1134,6,True,personal injury,True,True,True,False,True,True,,1,C,personal injury,"Tampa, FL",google_places,ChIJ39Uq_ovEwogR5E2KUxBoGio,2026-06-10,ok
Tampa Personal Injury Lawyers,tampalaw.com,https://www.tampalaw.com/,(813) 639-8111,"400 N Ashley Dr, Tampa, FL 33602",Florida,5,48,3,True,personal injury,True,True,True,False,True,True,,1,C,personal injury,"Tampa, FL",google_places,ChIJG-5JaLTFwogRZeCj9o38f4g,2026-06-10,ok
Dennis Hernandez Injury Attorneys,dennishernandez.com,https://www.dennishernandez.com/tampa/,(855) 529-3366,"3339 W Kennedy Blvd, Tampa, FL 33609",Florida,4.8,648,,True,personal injury,True,True,True,True,True,True,,3,B,personal injury,"Tampa, FL",google_places,ChIJ-yCxDg3DwogREGmPaQDCgVU,2026-06-10,ok
"Boohoff Law, P.A. - Auto Accident Lawyers",boohofflaw.com,http://boohofflaw.com/tampa-personal-injury-lawyer/?utm_source=GMB&utm_medium=organic&utm_campaign=Tampa,(813) 733-6179,"829 W Dr Martin Luther King Jr Blvd, Tampa, FL 33603",FL,5,610,12,True,personal injury,True,True,True,True,True,True,,3,B,personal injury,"Tampa, FL",google_places,ChIJZ_WgpFbCwogRjCH2yQTMtMQ,2026-06-10,ok
Farah & Farah | Tampa Personal Injury & Car Accident Lawyers,farahandfarah.com,https://farahandfarah.com/tampa/?utm_source=google&utm_medium=organic&utm_campaign=gbp-tampa,(813) 358-0490,"5100 W Kennedy Blvd #250, Tampa, FL 33609",FL,4.9,770,,False,personal injury,True,False,False,False,False,True,,3,B,personal injury,"Tampa, FL",google_places,ChIJoWjP_j3IwogRabDXzhUfrlI,2026-06-10,ok
Armando Personal Injury Law,armandoinjurylaw.com,https://www.armandoinjurylaw.com/tampa/,(813) 640-2567,"2002 E 5th Ave UNIT 103, Tampa, FL 33605",FL,4.9,221,1,True,personal injury,True,True,True,False,True,False,headcount_out_of_range(1),0,,personal injury,"Tampa, FL",google_places,ChIJWYjh-prEwogRaEa_BPmSouY,2026-06-10,ok
Matthews Injury Law,matthewspersonalinjurylaw.com,https://matthewspersonalinjurylaw.com/,(813) 530-1000,"1228 E 7th Ave Ste S-200, Tampa, FL 33605",Florida,5,85,4,True,personal injury,True,False,True,True,True,True,,4,A,personal injury,"Tampa, FL",google_places,ChIJe_7cCIvEwogR-AQMdv47sus,2026-06-10,ok
RHINO Lawyers,rhinolawyers.com,https://www.rhinolawyers.com/practice-areas/florida-car-accident-lawyers/?utm_source=gmb&utm_medium=link&utm_campaign=tampa,(813) 251-8200,"101 N 12th St UNIT 102, Tampa, FL 33602",Florida,4.7,1115,,True,personal injury; criminal defense,True,True,True,False,True,True,,1,C,personal injury,"Tampa, FL",google_places,ChIJuapEriLFwogR6-KWpK7tSNM,2026-06-10,ok
"Mickey Keenan, P.A. - Tampa Personal Injury Attorneys",mickeykeenan.com,https://mickeykeenan.com/tampa-personal-injury-lawyer/?utm_campaign=gmb&utm_medium=organic&utm_source=gbptampa,(813) 856-2151,"324 N Dale Mabry Hwy #101, Tampa, FL 33609",FL,5,515,5,True,personal injury,True,True,True,False,True,True,,1,C,personal injury,"Tampa, FL",google_places,ChIJYy0-_BDDwogRgBwjUuJUrsc,2026-06-10,ok
Darrigo & Diaz Attorneys at Law,ddlawtampa.com,https://www.ddlawtampa.com/?utm_source=google&utm_medium=GBP&utm_campaign=TampaGBP&utm_content=website,(813) 774-3341,"4504 N Armenia Ave, Tampa, FL 33603",FL,4.9,498,20,True,personal injury,True,True,True,False,True,True,,1,C,personal injury,"Tampa, FL",google_places,ChIJPxuE8vHDwogRo_Az_n4VlAQ,2026-06-10,ok
Fran Haasch Law Group Accident & Injury Lawyers - Tampa,lawfran.com,https://www.lawfran.com/tampa-personal-injury-lawyers/?utm_source=google&utm_medium=organic&utm_campaign=gbp,(813) 328-8308,"333 S Plant Ave 1st Floor, Tampa, FL 33606",FL,5,302,5,True,personal injury,True,False,True,True,True,True,,4,A,personal injury,"Tampa, FL",google_places,ChIJ15frsfnpwogRseMdpFLl-Kg,2026-06-10,ok
D2 Injury Law - Tampa Car Accident and Personal Injury Attorneys,d2law.com,https://d2law.com/?utm_source=gbp&utm_campaign=Tampa,(813) 797-4604,"2504 W Crest Ave, Tampa, FL 33614",Florida,4.9,223,2,True,personal injury,True,False,True,False,True,True,,2,B,personal injury,"Tampa, FL",google_places,ChIJu8nmfITEwogRDVR7h2Uk5xs,2026-06-10,ok
Vanguard Attorneys,vanguardinjuryattorneys.com,https://www.vanguardinjuryattorneys.com/tampa-personal-injury-lawyer/,(813) 471-4444,"1220 E 5th Ave, Tampa, FL 33605",,4.9,79,,False,personal injury; other,True,False,False,False,False,True,,3,B,personal injury,"Tampa, FL",google_places,ChIJs6K7x1vEwogRqVqrDi7hKxg,2026-06-10,ok
Fiol & Morros Personal Injury & Accident Lawyers Tampa,fiolinjurylaw.com,https://www.fiolinjurylaw.com/?utm_source=google&utm_medium=gmb&utm_campaign=tampa,(813) 212-4183,"1515 N Marion St, Tampa, FL 33602",Florida,4.8,217,2,True,personal injury,True,True,True,False,True,True,,1,C,personal injury,"Tampa, FL",google_places,ChIJfWALU2HEwogRQAgAXPXUhgU,2026-06-10,ok
Brooks Law Group - Tampa Personal Injury Lawyer,brookslawgroup.com,https://brookslawgroup.com/tampa/personal-injury-lawyer/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing-tampa,(813) 680-4620,"3812 Gunn Hwy, Tampa, FL 33618",FL,4.9,199,7,True,personal injury,True,True,True,False,True,True,,1,C,personal injury,"Tampa, FL",google_places,ChIJbXkExlPEwogRpy6_iMr1c8k,2026-06-10,ok
Franchi Law,franchilaw.com,https://franchilaw.com/?utm_source=gmb&utm_medium=organic&utm_campaign=gmb-listing&utm_id=google,(813) 800-4529,"4100 W Kennedy Blvd #300, Tampa, FL 33609",FL,4.9,257,1,True,personal injury,True,True,True,False,True,False,headcount_out_of_range(1),0,,personal injury,"Tampa, FL",google_places,ChIJD9J4qlvEwogRbbUGpOA-qQM,2026-06-10,ok
"Steinger, Greene & Feiner",injurylawyers.com,https://www.injurylawyers.com/tampa/?y_source=1_MTQ3MDc4MzQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(813) 553-5352,"5440 Mariner St Unit 211, Tampa, FL 33609",Florida,4.9,1003,3,True,personal injury,True,True,True,False,True,True,,1,C,personal injury,"Tampa, FL",google_places,ChIJY_n0Os7OwogRSkaKN7_cM9I,2026-06-10,ok
Carter Injury Law,carterinjurylaw.com,https://www.carterinjurylaw.com/,(813) 706-5778,"3114 N Blvd, Tampa, FL 33603",Florida,5,261,2,True,personal injury,True,True,False,False,True,True,,2,B,personal injury,"Tampa, FL",google_places,ChIJLeGLILHDwogRZBjUqmd0zkw,2026-06-10,ok
Hancock Injury Attorneys,lawhancock.com,https://www.lawhancock.com/,(813) 915-1110,"1317 W Fletcher Ave, Tampa, FL 33612",Florida,4.9,274,3,True,personal injury,True,True,True,False,True,True,,1,C,personal injury,"Tampa, FL",google_places,ChIJSUVe1yTBwogRrQ0PMp_IkaE,2026-06-10,ok
Winters & Yonker Car Accident and Personal Injury Lawyers,wintersandyonker.com,https://wintersandyonker.com/,(813) 773-3133,"601 W Swann Ave, Tampa, FL 33606",FL,4.5,417,9,True,personal injury,True,True,True,False,True,True,,1,C,personal injury,"Tampa, FL",google_places,ChIJITCbT5rEwogR02JOS5FKq6c,2026-06-10,ok
"The Florida Law Group, Tampa Car Accident and Personal Injury Attorneys",thefloridalawgroup.com,https://www.thefloridalawgroup.com/tampa/,(833) 856-0062,"407 N Howard Ave, Tampa, FL 33606",Florida,4.8,133,30,True,personal injury,True,True,True,False,True,True,,1,C,personal injury,"Tampa, FL",google_places,ChIJt86Cz5DHwogRA5ILxcRY7TE,2026-06-10,ok
Jeff Murphy Law,jeffmurphylaw.com,https://www.jeffmurphylaw.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_listing,(813) 443-5553,"Floor Bank of America Plaza, 101 E Kennedy Blvd #39th, Tampa, FL 33602",FL,5,180,1,True,personal injury,True,False,True,False,True,False,headcount_out_of_range(1),0,,personal injury,"Tampa, FL",google_places,ChIJpfQfAZvEwogR-LQ3jlameTQ,2026-06-10,ok
Anderson & Anderson | 2TimsLaw,tgalaw.com,https://www.tgalaw.com/,(813) 251-0072,"213 S Brevard Ave, Tampa, FL 33606",FL,4.9,145,3,True,personal injury,True,True,True,False,True,True,,1,C,personal injury,"Tampa, FL",google_places,ChIJSTUyJoXEwogRurDKkus5wgg,2026-06-10,ok
"Dolman Law Group Accident Injury Lawyers, PA - Tampa",dolmanlaw.com,https://www.dolmanlaw.com/personal-injury-lawyer/florida/tampa/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing-central-tampa,(813) 212-8509,"3715 W Horatio St Suite G, Tampa, FL 33609",FL,5,97,,True,personal injury,True,True,True,True,True,True,,3,B,personal injury,"Tampa, FL",google_places,ChIJp0P7I2bDwogRCV9XslWJqZ8,2026-06-10,ok
Rubenstein Law Personal Injury Lawyers,rubensteinlaw.com,https://www.rubensteinlaw.com/?y_source=1_MzI2NTI5ODItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(813) 957-9418,"401 E Jackson St #1410, Tampa, FL 33602",Florida,4.6,342,70,True,personal injury,True,False,True,False,True,False,headcount_out_of_range(70),0,,personal injury,"Tampa, FL",google_places,ChIJi84beYvEwogRO8Hh70PxbT0,2026-06-10,ok
Rinaldo Law Group,tampainjuryaccidentlaw.com,https://www.tampainjuryaccidentlaw.com/,(813) 831-9999,"3800 W Bay to Bay Blvd Ste 11, Tampa, FL 33629",Florida,4.9,99,,True,personal injury,True,True,True,False,True,True,,1,C,personal injury,"Tampa, FL",google_places,ChIJ7QCmDTDDwogRzapuRDf3_K0,2026-06-10,ok
Culpepper Kurland,ckfirm.com,https://www.ckfirm.com/?npcmp=dir:local:4031296:33602,(813) 228-8600,"101 E Kennedy Blvd #2300, Tampa, FL 33602",Florida,4.8,377,3,True,personal injury,True,False,True,True,True,True,,4,A,personal injury,"Tampa, FL",google_places,ChIJ39Uq_ovEwogR57_uoEcs6XI,2026-06-10,ok
The Reyes Firm,thereyesfirm.com,http://www.thereyesfirm.com/?utm_campaign=gmb,(833) 422-3329,"4730 N Habana Ave #201, Tampa, FL 33614",FL,4.9,262,2,True,personal injury,True,False,True,True,False,True,,4,A,personal injury,"Tampa, FL",google_places,ChIJyUmH52zEwogRurtRWVMlE_E,2026-06-10,ok
Jurewitz Law Group Injury & Accident Lawyers,jurewitz.com,https://www.jurewitz.com/tampa/?utm_source=GMB&utm_medium=organic&utm_campaign=tampa,(813) 946-6538,"730 S Sterling Ave #305, Tampa, FL 33609",Florida,5,200,5,True,personal injury,True,True,True,False,True,True,,1,C,personal injury,"Tampa, FL",google_places,ChIJTzoNN6TDwogR1Ei3E0kAxCc,2026-06-10,ok
"Ligori & Ligori, Attorneys at Law: Keith Ligori",callmeonmycell.com,https://www.callmeonmycell.com/?utm_source=Google&utm_medium=GMB,(813) 547-5142,"1711 W Kennedy Blvd, Tampa, FL 33606",Florida,4.8,300,7,True,personal injury,True,True,True,True,True,True,,3,B,personal injury,"Tampa, FL",google_places,ChIJvxrfx3vDwogRIo3fQP6OWhI,2026-06-10,ok
Roman Austin Car Accident and Personal Injury Lawyers,romanaustin.com,https://romanaustin.com/tampa/?utm_source=google&utm_medium=organic&utm_campaign=GBP-Tampa,(813) 587-9101,"401 E Jackson St Suite 3319, Tampa, FL 33602",FL,5,151,,True,personal injury,True,True,True,True,True,True,,3,B,personal injury,"Tampa, FL",google_places,ChIJm3LW3UfpwogRIRymXGznqyg,2026-06-10,ok
The Law Place,thelawplace.com,https://www.thelawplace.com/tampa-personal-injury-lawyer/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing-tampa,(813) 544-3291,"3426 W Kennedy Blvd, Tampa, FL 33609",FL,4.9,148,8,True,personal injury; criminal defense,True,True,True,False,True,True,,1,C,personal injury,"Tampa, FL",google_places,ChIJY-57qbPDwogRYmLEi4RtMUA,2026-06-10,ok
Carlson Meissner Hayslett P. A. | Tampa DUI & Criminal Defense Attorneys,carlsonmeissner.com,https://carlsonmeissner.com/tampa/?utm_source=GMB&utm_medium=Website&utm_campaign=mapstakeover,(813) 473-6132,"601 N Ashley Dr #1100-1007, Tampa, FL 33602",Florida,4.9,269,15,True,personal injury; criminal defense,True,True,True,True,True,True,,3,B,personal injury,"Tampa, FL",google_places,ChIJjUr9kGXFwogRVR7ZYm_AP4U,2026-06-10,ok
Monge & Associates Injury and Accident Attorneys,becauseyouwanttowin.com,https://www.becauseyouwanttowin.com/tampa-fl-personal-injury-lawyer/,(813) 945-6188,"2701 W Busch Blvd, Tampa, FL 33618",Florida,4.9,243,,True,personal injury,True,False,True,False,True,True,,2,B,personal injury,"Tampa, FL",google_places,ChIJ7T0esEXBwogRo7dzUQRu9Vg,2026-06-10,ok
Diaco Law,diacolaw.com,https://www.diacolaw.com/?utm_source=gmb&utm_medium=organic&utm_campaign=gmb-listing,(813) 212-8188,"605 S Boulevard, Tampa, FL 33606",Florida,4.9,116,4,True,personal injury,True,False,True,True,True,True,,4,A,personal injury,"Tampa, FL",google_places,ChIJ4W4SjvfCwogRkFuPWe7zjG8,2026-06-10,ok
"Rodriguez & Williamson, PLLC",rodriguezwilliamson.com,https://www.rodriguezwilliamson.com/,(813) 320-7500,"1600 E 8th Ave A200, Tampa, FL 33605",,5,152,,True,personal injury; criminal defense,True,False,True,False,True,True,,2,B,personal injury,"Tampa, FL",google_places,ChIJYalPB5XFwogRQ4HvO29nrPQ,2026-06-10,ok
"McCulloch Law, P.A.",mcfloridalaw.com,http://www.mcfloridalaw.com/,(813) 444-2817,"238 E Davis Blvd Ste. 202, Tampa, FL 33606",FL,5,330,1,True,personal injury; criminal defense,True,False,False,False,True,False,headcount_out_of_range(1),0,,personal injury,"Tampa, FL",google_places,ChIJIWrcVNfFwogRAwH_Ikj_o3w,2026-06-10,ok
"L Pincus Law, PLLC",lpincuslaw.com,https://lpincuslaw.com/,(813) 333-1343,"12962 N Dale Mabry Hwy, Tampa, FL 33618",FL,5,223,,False,personal injury; criminal defense,True,True,True,False,True,True,,1,C,personal injury,"Tampa, FL",google_places,ChIJ08XQ2njrwogRdSGGcaQh8D8,2026-06-10,ok
Lorenzo & Lorenzo,lorenzoandlorenzo.com,https://www.lorenzoandlorenzo.com/?utm_source=gmb&utm_medium=website,(813) 998-9529,"4701 N Armenia Ave, Tampa, FL 33603",Florida,4.7,329,5,True,personal injury; family law; criminal defense; immigration,True,False,True,False,True,True,,2,B,personal injury,"Tampa, FL",google_places,ChIJuSoas_HDwogRYlqmX1JwZK8,2026-06-10,ok
The Black Law Company,theblacklawcompany.com,http://theblacklawcompany.com/,(813) 321-7380,"3630 W Kennedy Blvd, Tampa, FL 33609",FL,5,125,5,True,personal injury,True,False,True,False,True,True,,2,B,personal injury,"Tampa, FL",google_places,ChIJZ6SvcvX2eCURKzBpKIDANzY,2026-06-10,ok
Rebein Law,rebeinlaw.com,https://www.rebeinlaw.com/,(813) 305-7285,"1901 W Cass St, Tampa, FL 33606",Florida,5,205,2,True,personal injury,True,False,True,True,True,True,,4,A,personal injury,"Tampa, FL",google_places,ChIJyxSf8wnDwogRtQCTEmIexqE,2026-06-10,ok
